-0.00017, -0.12023, 0.00041, -2.09077, 0.00034, 1.97965, -0.38285
-0.00017, -0.12024, 0.00041, -2.09077, 0.00034, 1.97965, -0.38284
-0.00017, -0.12024, 0.00041, -2.09077, 0.00034, 1.97965, -0.38285
-0.00017, -0.12024, 0.00041, -2.09076, 0.00034, 1.97965, -0.38285
-0.00017, -0.12024, 0.00042, -2.09076, 0.00034, 1.97965, -0.38285
-0.00017, -0.12024, 0.00041, -2.09077, 0.00035, 1.97965, -0.38285
-0.00017, -0.12024, 0.00041, -2.09077, 0.00034, 1.97965, -0.38284
-0.00017, -0.12024, 0.00041, -2.09078, 0.00034, 1.97965, -0.38285
-0.00017, -0.12024, 0.00042, -2.09078, 0.00034, 1.97966, -0.38285
-0.00017, -0.12024, 0.00042, -2.09078, 0.00035, 1.97966, -0.38285
-0.00017, -0.12024, 0.00041, -2.09079, 0.00035, 1.97965, -0.38285
-0.00017, -0.12024, 0.00042, -2.09079, 0.00035, 1.97966, -0.38285
-0.00017, -0.12024, 0.00041, -2.09079, 0.00035, 1.97965, -0.38285
-0.00017, -0.12024, 0.00041, -2.09080, 0.00035, 1.97965, -0.38285
-0.00017, -0.12024, 0.00042, -2.09081, 0.00035, 1.97965, -0.38285
-0.00017, -0.12024, 0.00041, -2.09081, 0.00036, 1.97965, -0.38285
-0.00017, -0.12024, 0.00041, -2.09081, 0.00036, 1.97965, -0.38285
-0.00017, -0.12024, 0.00041, -2.09082, 0.00036, 1.97965, -0.38284
-0.00018, -0.12024, 0.00041, -2.09082, 0.00036, 1.97965, -0.38285
-0.00017, -0.12024, 0.00041, -2.09082, 0.00036, 1.97964, -0.38285
-0.00018, -0.12024, 0.00041, -2.09083, 0.00036, 1.97964, -0.38285
-0.00018, -0.12024, 0.00042, -2.09084, 0.00037, 1.97964, -0.38284
-0.00018, -0.12024, 0.00041, -2.09084, 0.00037, 1.97964, -0.38285
-0.00018, -0.12024, 0.00041, -2.09084, 0.00037, 1.97964, -0.38286
-0.00018, -0.12024, 0.00041, -2.09085, 0.00037, 1.97964, -0.38285
-0.00018, -0.12024, 0.00042, -2.09085, 0.00038, 1.97964, -0.38285
-0.00018, -0.12024, 0.00042, -2.09086, 0.00037, 1.97964, -0.38285
-0.00018, -0.12024, 0.00042, -2.09086, 0.00038, 1.97964, -0.38285
-0.00018, -0.12024, 0.00042, -2.09086, 0.00038, 1.97964, -0.38285
-0.00018, -0.12024, 0.00041, -2.09087, 0.00038, 1.97963, -0.38285
-0.00018, -0.12024, 0.00041, -2.09087, 0.00038, 1.97963, -0.38285
-0.00018, -0.12024, 0.00042, -2.09087, 0.00038, 1.97964, -0.38285
-0.00018, -0.12024, 0.00041, -2.09088, 0.00039, 1.97964, -0.38285
-0.00018, -0.12024, 0.00042, -2.09088, 0.00039, 1.97963, -0.38285
-0.00018, -0.12024, 0.00042, -2.09088, 0.00039, 1.97963, -0.38285
-0.00018, -0.12023, 0.00042, -2.09089, 0.00039, 1.97963, -0.38286
-0.00018, -0.12024, 0.00042, -2.09090, 0.00039, 1.97963, -0.38286
-0.00018, -0.12024, 0.00042, -2.09090, 0.00039, 1.97963, -0.38286
-0.00018, -0.12024, 0.00042, -2.09091, 0.00039, 1.97963, -0.38285
-0.00018, -0.12024, 0.00042, -2.09091, 0.00039, 1.97963, -0.38285
-0.00018, -0.12024, 0.00042, -2.09091, 0.00039, 1.97963, -0.38286
-0.00018, -0.12024, 0.00042, -2.09091, 0.00040, 1.97963, -0.38285
-0.00018, -0.12024, 0.00042, -2.09092, 0.00040, 1.97963, -0.38286
-0.00018, -0.12023, 0.00042, -2.09093, 0.00040, 1.97963, -0.38286
-0.00018, -0.12024, 0.00042, -2.09093, 0.00040, 1.97963, -0.38285
-0.00018, -0.12024, 0.00042, -2.09094, 0.00040, 1.97963, -0.38286
-0.00018, -0.12023, 0.00042, -2.09094, 0.00040, 1.97963, -0.38285
-0.00018, -0.12024, 0.00042, -2.09094, 0.00040, 1.97963, -0.38285
-0.00018, -0.12024, 0.00042, -2.09095, 0.00040, 1.97963, -0.38286
-0.00018, -0.12023, 0.00042, -2.09095, 0.00040, 1.97963, -0.38286
-0.00018, -0.12023, 0.00043, -2.09096, 0.00040, 1.97963, -0.38286
-0.00018, -0.12023, 0.00042, -2.09096, 0.00040, 1.97963, -0.38286
-0.00018, -0.12023, 0.00043, -2.09096, 0.00041, 1.97963, -0.38285
-0.00017, -0.12023, 0.00043, -2.09097, 0.00041, 1.97963, -0.38285
-0.00017, -0.12023, 0.00043, -2.09098, 0.00041, 1.97963, -0.38286
-0.00017, -0.12023, 0.00043, -2.09098, 0.00040, 1.97963, -0.38285
-0.00017, -0.12023, 0.00043, -2.09098, 0.00041, 1.97962, -0.38285
-0.00018, -0.12023, 0.00043, -2.09099, 0.00041, 1.97963, -0.38286
-0.00017, -0.12023, 0.00043, -2.09099, 0.00041, 1.97962, -0.38286
-0.00018, -0.12023, 0.00043, -2.09099, 0.00041, 1.97963, -0.38285
-0.00018, -0.12023, 0.00043, -2.09100, 0.00041, 1.97963, -0.38285
-0.00018, -0.12023, 0.00043, -2.09100, 0.00041, 1.97963, -0.38286
-0.00018, -0.12023, 0.00043, -2.09101, 0.00041, 1.97962, -0.38286
