0.70409, 0.69708, 0.09540, 0.09610, 0.00000
0.70824, 0.70122, 0.05765, 0.05797, 2.18400
0.71018, 0.70315, 0.02474, 0.02473, 2.18600
0.65960, 0.69285, 0.11853, 0.26615, 2.18800
0.69348, 0.69506, 0.10770, 0.15614, 2.19000
0.70954, 0.70250, 0.03898, 0.03911, 2.19200
0.70543, 0.68151, 0.17693, 0.08128, 2.19400
0.68757, 0.70116, 0.05070, 0.18180, 2.19600
0.69621, 0.70278, -0.01236, 0.14571, 2.19800
0.67351, 0.69423, 0.11100, 0.22829, 2.20000
0.69132, 0.65248, 0.26479, 0.16195, 2.20200
0.68858, 0.68419, 0.16383, 0.17579, 2.20400
0.71043, 0.70340, 0.01609, 0.01600, 2.20600
0.69194, 0.67361, 0.20398, 0.16081, 2.20800
0.70971, 0.70267, 0.03574, 0.03584, 2.21000
0.70954, 0.68238, 0.17500, 0.01696, 2.21200
0.70734, 0.67635, 0.19661, 0.05971, 2.21400
0.69223, 0.67872, 0.18593, 0.15996, 2.21600
0.70849, 0.69777, 0.09183, 0.05225, 2.21800
0.68162, 0.68361, 0.16572, 0.20151, 2.22000
0.70898, 0.68009, 0.18352, 0.03386, 2.22200
0.69205, 0.64680, 0.27866, 0.15834, 2.22400
0.71035, 0.70331, 0.01945, 0.01938, 2.22600
0.70238, 0.68841, 0.14634, 0.10648, 2.22800
0.70359, 0.68348, 0.16858, 0.09693, 2.23000
0.68877, 0.66600, 0.22781, 0.17360, 2.23200
0.68771, 0.70240, 0.02661, 0.18162, 2.23400
0.68665, 0.69677, 0.09457, 0.18457, 2.23600
0.66230, 0.69406, 0.11120, 0.25936, 2.23800
0.70888, 0.69672, 0.10008, 0.04540, 2.24000
0.69027, 0.68680, 0.15240, 0.16913, 2.24200
0.71037, 0.70333, 0.01871, 0.01864, 2.24400
0.67259, 0.70044, 0.05785, 0.23165, 2.24600
0.67390, 0.67583, 0.19513, 0.22590, 2.24800
0.68780, 0.69733, 0.09038, 0.18024, 2.25000
0.71055, 0.70352, 0.00957, 0.00941, 2.25200
0.70709, 0.69256, 0.12579, 0.06756, 2.25400
0.69580, 0.69832, 0.08347, 0.14576, 2.25600
0.68930, 0.69330, 0.11830, 0.17379, 2.25800
0.69573, 0.70207, 0.03768, 0.14707, 2.26000
0.69814, 0.63848, 0.29798, 0.12710, 2.26200
0.69652, 0.65279, 0.26440, 0.13717, 2.26400
0.68990, 0.69297, 0.12036, 0.17132, 2.26600
0.66513, 0.68321, 0.16638, 0.25129, 2.26800
0.70433, 0.67817, 0.18943, 0.09016, 2.27000
0.70974, 0.68583, 0.16089, 0.00339, 2.27200
0.68921, 0.70267, 0.01768, 0.17591, 2.27400
0.70481, 0.69804, 0.08802, 0.09073, 2.27600
0.68808, 0.68839, 0.14463, 0.17815, 2.27800
0.69122, 0.70219, 0.03341, 0.16743, 2.28000
0.71059, 0.70356, 0.00590, 0.00570, 2.28200
0.67704, 0.69661, 0.09470, 0.21767, 2.28400
0.69976, 0.69961, 0.07228, 0.12513, 2.28600
0.70254, 0.67586, 0.19741, 0.10334, 2.28800
0.71060, 0.70357, 0.00484, 0.00463, 2.29000
0.71058, 0.70354, 0.00744, 0.00726, 2.29200
0.70945, 0.70242, 0.04048, 0.04063, 2.29400
0.70885, 0.70181, 0.04986, 0.05010, 2.29600
0.65461, 0.68577, 0.15476, 0.27797, 2.29800
0.71004, 0.70300, 0.02857, 0.02860, 2.30000
0.69712, 0.66152, 0.24137, 0.13473, 2.30200
0.70776, 0.68565, 0.16031, 0.05714, 2.30400
0.71037, 0.70333, 0.01873, 0.01866, 2.30600
0.71019, 0.70316, 0.02442, 0.02441, 2.30800
0.69651, 0.69434, 0.11283, 0.14157, 2.31000
0.71056, 0.70352, 0.00901, 0.00885, 2.31200
0.67540, 0.66929, 0.21695, 0.22097, 2.31400
0.70377, 0.69765, 0.09089, 0.09863, 2.31600
0.70881, 0.70177, 0.05040, 0.05064, 2.31800
0.70139, 0.65542, 0.25818, 0.10872, 2.32000
0.70969, 0.68984, 0.14172, 0.01957, 2.32200
0.69692, 0.68918, 0.14174, 0.13873, 2.32400
0.70787, 0.70084, 0.06201, 0.06237, 2.32600
0.65633, 0.68498, 0.15835, 0.27379, 2.32800
0.71055, 0.70351, 0.00973, 0.00957, 2.33000
0.65705, 0.68398, 0.16271, 0.27198, 2.33200
0.70907, 0.70204, 0.04661, 0.04682, 2.33400
0.70910, 0.70206, 0.04618, 0.04638, 2.33600
0.70934, 0.70230, 0.04237, 0.04254, 2.33800
0.70125, 0.70180, 0.04500, 0.11701, 2.34000
0.71057, 0.70354, 0.00762, 0.00744, 2.34200
0.70961, 0.70258, 0.03760, 0.03772, 2.34400
0.69956, 0.66605, 0.22856, 0.12146, 2.34600
0.70864, 0.70161, 0.05270, 0.05297, 2.34800
0.67577, 0.68250, 0.16992, 0.22056, 2.35000
0.70599, 0.66996, 0.21752, 0.07362, 2.35200
0.69593, 0.70285, 0.01384, 0.14658, 2.35400
0.70986, 0.69149, 0.13338, 0.01232, 2.35600
0.69562, 0.70285, 0.01368, 0.14808, 2.35800
0.69757, 0.67367, 0.20432, 0.13352, 2.36000
0.66956, 0.67676, 0.19159, 0.23871, 2.36200
0.70881, 0.70177, 0.05040, 0.05065, 2.36400
0.70844, 0.70141, 0.05530, 0.05559, 2.36600
0.70354, 0.70079, 0.06044, 0.10135, 2.36800
0.70792, 0.70090, 0.06141, 0.06177, 2.37000
0.70776, 0.69757, 0.09302, 0.06179, 2.37200
0.70347, 0.69515, 0.10894, 0.10019, 2.37400
0.70046, 0.66717, 0.22532, 0.11608, 2.37600
0.69682, 0.66373, 0.23507, 0.13652, 2.37800
