-0.24546, 0.02840, -0.04022, 0.96815, 5.27600
-0.21694, 0.04050, -0.08780, 0.97138, 8.01100
-0.19828, 0.03884, -0.07712, 0.97633, 11.15000
-0.16530, 0.03583, -0.07861, 0.98245, 14.07700
-0.09614, 0.01980, -0.01966, 0.99498, 21.38100
-0.10482, 0.02416, -0.04310, 0.99326, 23.83800
-0.19552, 0.03169, -0.03318, 0.97963, 27.50000
-0.14290, -0.06831, 0.02499, 0.98706, 2.78800
-0.14110, -0.06453, 0.03911, 0.98712, 2.91600
-0.14110, -0.06440, 0.03933, 0.98711, 2.91700
-0.14109, -0.06428, 0.03955, 0.98711, 2.91800
-0.14109, -0.06416, 0.03977, 0.98711, 2.91900
-0.14108, -0.06404, 0.03999, 0.98711, 2.92000
-0.14108, -0.06391, 0.04021, 0.98711, 2.92100
-0.14613, 0.02304, -0.01094, 0.98894, 6.12100
-0.17609, -0.07218, 0.02914, 0.98129, 9.71100
-0.16619, 0.02606, -0.01021, 0.98570, 13.16700
-0.21760, 0.02805, -0.01141, 0.97557, 20.92600
-0.20490, -0.07358, 0.03001, 0.97555, 24.70200
-0.18164, 0.02923, -0.01869, 0.98275, 28.36500
-0.09983, -0.06732, 0.02238, 0.99247, 3.23700
-0.17005, 0.02667, -0.02102, 0.98485, 6.98200
-0.24461, -0.07560, 0.03222, 0.96613, 10.94500
-0.18154, 0.02905, -0.02109, 0.98273, 14.87500
-0.22769, -0.07267, 0.03013, 0.97055, 18.64200
-0.18184, 0.02702, -0.02062, 0.98274, 22.41800
-0.13121, -0.06784, 0.02520, 0.98871, 26.19400
