-0.21143, 2.04618, -2.15904, 1.10564, 0.63695, -0.09013
-0.21244, 2.04859, -2.15599, 1.10641, 0.63726, -0.09021
-0.21496, 2.04597, -2.15679, 1.10548, 0.63814, -0.09037
-0.21529, 2.04278, -2.15723, 1.10431, 0.63827, -0.09056
-0.21383, 2.04468, -2.15039, 1.10472, 0.63766, -0.09074
-0.21303, 2.04904, -2.13822, 1.10576, 0.63709, -0.09085
-0.21388, 2.05247, -2.12629, 1.10633, 0.63691, -0.09086
-0.21615, 2.05220, -2.11903, 1.10553, 0.63702, -0.09075
-0.21811, 2.04400, -2.11782, 1.10183, 0.63686, -0.09053
-0.21747, 2.02913, -2.11788, 1.09552, 0.63562, -0.09023
-0.21281, 2.01087, -2.11457, 1.08769, 0.63282, -0.08985
-0.20741, 1.98927, -2.10637, 1.07832, 0.62959, -0.08940
-0.20472, 1.96503, -2.09385, 1.06771, 0.62716, -0.08890
-0.20273, 1.93920, -2.07898, 1.05633, 0.62486, -0.08839
-0.19932, 1.91267, -2.06186, 1.04452, 0.62198, -0.08788
-0.19488, 1.88480, -2.04365, 1.03210, 0.61865, -0.08741
-0.19170, 1.85356, -2.02730, 1.01846, 0.61569, -0.08700
-0.19121, 1.81996, -2.01281, 1.00397, 0.61360, -0.08667
-0.18983, 1.78627, -1.99955, 0.98947, 0.61113, -0.08642
-0.18664, 1.75231, -1.98867, 0.97497, 0.60797, -0.08619
-0.18692, 1.71814, -1.97986, 0.96048, 0.60593, -0.08593
-0.19163, 1.68476, -1.97125, 0.94631, 0.60531, -0.08564
-0.19781, 1.65343, -1.96179, 0.93288, 0.60516, -0.08530
-0.20475, 1.62617, -1.95019, 0.92087, 0.60520, -0.08490
-0.21087, 1.60337, -1.93584, 0.91040, 0.60487, -0.08443
-0.21297, 1.58486, -1.91824, 0.90140, 0.60304, -0.08390
-0.21014, 1.57120, -1.89765, 0.89405, 0.59941, -0.08332
-0.20531, 1.56050, -1.87734, 0.88778, 0.59503, -0.08275
-0.20105, 1.54796, -1.85995, 0.88093, 0.59082, -0.08223
-0.19621, 1.53369, -1.84507, 0.87352, 0.58646, -0.08180
-0.18950, 1.52085, -1.83075, 0.86662, 0.58150, -0.08146
-0.18257, 1.50789, -1.81600, 0.85962, 0.57650, -0.08123
-0.17721, 1.49426, -1.80097, 0.85232, 0.57205, -0.08106
-0.17041, 1.47929, -1.78906, 0.84462, 0.56714, -0.08093
-0.16119, 1.46187, -1.78416, 0.83624, 0.56148, -0.08080
-0.15610, 1.44324, -1.78467, 0.82758, 0.55728, -0.08063
-0.15451, 1.42351, -1.78686, 0.81851, 0.55428, -0.08040
-0.15055, 1.40440, -1.78821, 0.80961, 0.55046, -0.08013
-0.14714, 1.38820, -1.78739, 0.80166, 0.54683, -0.07980
-0.14592, 1.37545, -1.78405, 0.79489, 0.54395, -0.07939
-0.14235, 1.36821, -1.77648, 0.79002, 0.54026, -0.07892
-0.13700, 1.36788, -1.76273, 0.78751, 0.53594, -0.07841
-0.13421, 1.37257, -1.74422, 0.78669, 0.53249, -0.07791
-0.13442, 1.37923, -1.72395, 0.78656, 0.53008, -0.07743
-0.13641, 1.38373, -1.70732, 0.78580, 0.52835, -0.07699
-0.13932, 1.38372, -1.69730, 0.78366, 0.52703, -0.07659
-0.14193, 1.37904, -1.69088, 0.77995, 0.52566, -0.07624
-0.14368, 1.36775, -1.68681, 0.77394, 0.52402, -0.07593
-0.14666, 1.35127, -1.68492, 0.76612, 0.52285, -0.07564
-0.15156, 1.33582, -1.68183, 0.75868, 0.52234, -0.07535
-0.15544, 1.32517, -1.67329, 0.75284, 0.52144, -0.07502
-0.15746, 1.31761, -1.66004, 0.74801, 0.51986, -0.07466
-0.15883, 1.31073, -1.64589, 0.74343, 0.51806, -0.07426
-0.15831, 1.30301, -1.63356, 0.73862, 0.51562, -0.07381
-0.15444, 1.29222, -1.62582, 0.73286, 0.51207, -0.07329
-0.14929, 1.27913, -1.62224, 0.72640, 0.50814, -0.07272
-0.14341, 1.26537, -1.62050, 0.71977, 0.50401, -0.07213
-0.13534, 1.25129, -1.61768, 0.71299, 0.49917, -0.07157
-0.12737, 1.24059, -1.60811, 0.70720, 0.49436, -0.07110
-0.12202, 1.23519, -1.59135, 0.70311, 0.49046, -0.07072
-0.11904, 1.23144, -1.57253, 0.69955, 0.48741, -0.07043
-0.11887, 1.22678, -1.55435, 0.69569, 0.48539, -0.07020
-0.12122, 1.22234, -1.53745, 0.69199, 0.48429, -0.07003
-0.12399, 1.21690, -1.52359, 0.68808, 0.48342, -0.06992
-0.12740, 1.20914, -1.51325, 0.68348, 0.48285, -0.06985
-0.13253, 1.20112, -1.50534, 0.67887, 0.48295, -0.06978
-0.13513, 1.19441, -1.49914, 0.67480, 0.48224, -0.06969
-0.13128, 1.19068, -1.49223, 0.67182, 0.47936, -0.06957
-0.12251, 1.18805, -1.48607, 0.66930, 0.47482, -0.06940
-0.11270, 1.18289, -1.48302, 0.66599, 0.46996, -0.06921
-0.10785, 1.17755, -1.48038, 0.66265, 0.46678, -0.06898
-0.10844, 1.17341, -1.47708, 0.65972, 0.46545, -0.06873
-0.10805, 1.16936, -1.47261, 0.65680, 0.46378, -0.06847
-0.10616, 1.16549, -1.46675, 0.65389, 0.46161, -0.06826
-0.10466, 1.15970, -1.46213, 0.65032, 0.45962, -0.06808
-0.10181, 1.15096, -1.45917, 0.64575, 0.45722, -0.06796
-0.09756, 1.14141, -1.45476, 0.64086, 0.45437, -0.06789
-0.09487, 1.13132, -1.44924, 0.63577, 0.45210, -0.06785
-0.09610, 1.11940, -1.44613, 0.63011, 0.45125, -0.06782
-0.10017, 1.10631, -1.44497, 0.62408, 0.45144, -0.06779
-0.10740, 1.09406, -1.44028, 0.61824, 0.45273, -0.06777
-0.11744, 1.08347, -1.42922, 0.61278, 0.45494, -0.06774
-0.12532, 1.07318, -1.41523, 0.60732, 0.45639, -0.06768
-0.12887, 1.06111, -1.40166, 0.60123, 0.45635, -0.06757
-0.13057, 1.04715, -1.38933, 0.59447, 0.45567, -0.06739
-0.13109, 1.03415, -1.37692, 0.58807, 0.45458, -0.06715
-0.12988, 1.02426, -1.36377, 0.58277, 0.45289, -0.06686
-0.12829, 1.01643, -1.35007, 0.57822, 0.45107, -0.06655
-0.12868, 1.00955, -1.33631, 0.57402, 0.44996, -0.06625
-0.12972, 1.00257, -1.32544, 0.56988, 0.44913, -0.06601
-0.12917, 0.99518, -1.31884, 0.56576, 0.44783, -0.06582
-0.12963, 0.98787, -1.31513, 0.56178, 0.44694, -0.06571
-0.13300, 0.97782, -1.31525, 0.55696, 0.44713, -0.06567
-0.13850, 0.96257, -1.32003, 0.55044, 0.44814, -0.06571
-0.14505, 0.94568, -1.32579, 0.54340, 0.44957, -0.06579
-0.15061, 0.93299, -1.32802, 0.53781, 0.45063, -0.06584
-0.15433, 0.92466, -1.32473, 0.53365, 0.45100, -0.06581
-0.15826, 0.91763, -1.31635, 0.52982, 0.45136, -0.06570
-0.16202, 0.91168, -1.30573, 0.52632, 0.45160, -0.06549
