0.0317, 1.8629, -1.7320, 0.5657, 0.1608, 0.0853
0.0319, 1.8650, -1.7311, 0.5661, 0.1607, 0.0854
0.0340, 1.8711, -1.7263, 0.5671, 0.1601, 0.0854
0.0359, 1.8778, -1.7200, 0.5682, 0.1596, 0.0854
0.0376, 1.8853, -1.7103, 0.5693, 0.1592, 0.0854
0.0405, 1.8941, -1.6965, 0.5704, 0.1584, 0.0854
0.0426, 1.8998, -1.6853, 0.5709, 0.1578, 0.0854
0.0431, 1.8968, -1.6790, 0.5698, 0.1575, 0.0854
0.0464, 1.8843, -1.6757, 0.5667, 0.1567, 0.0854
0.0543, 1.8655, -1.6752, 0.5624, 0.1551, 0.0854
0.0622, 1.8441, -1.6774, 0.5575, 0.1537, 0.0855
0.0682, 1.8222, -1.6803, 0.5525, 0.1527, 0.0854
0.0737, 1.7986, -1.6812, 0.5470, 0.1518, 0.0853
0.0773, 1.7714, -1.6805, 0.5406, 0.1513, 0.0852
0.0774, 1.7428, -1.6784, 0.5339, 0.1513, 0.0852
0.0746, 1.7129, -1.6764, 0.5270, 0.1518, 0.0851
0.0714, 1.6823, -1.6754, 0.5199, 0.1523, 0.0850
0.0703, 1.6544, -1.6707, 0.5132, 0.1524, 0.0849
0.0675, 1.6285, -1.6621, 0.5068, 0.1527, 0.0848
0.0605, 1.6021, -1.6549, 0.5003, 0.1538, 0.0846
0.0523, 1.5759, -1.6506, 0.4941, 0.1551, 0.0844
0.0436, 1.5500, -1.6464, 0.4879, 0.1565, 0.0842
0.0351, 1.5254, -1.6407, 0.4820, 0.1578, 0.0841
0.0292, 1.5054, -1.6315, 0.4769, 0.1586, 0.0841
0.0268, 1.4910, -1.6180, 0.4726, 0.1587, 0.0840
0.0270, 1.4802, -1.6041, 0.4691, 0.1584, 0.0839
0.0268, 1.4693, -1.5935, 0.4656, 0.1582, 0.0837
0.0242, 1.4589, -1.5849, 0.4623, 0.1585, 0.0835
0.0201, 1.4527, -1.5755, 0.4596, 0.1589, 0.0834
0.0172, 1.4508, -1.5618, 0.4577, 0.1591, 0.0832
0.0156, 1.4528, -1.5422, 0.4562, 0.1590, 0.0831
0.0151, 1.4559, -1.5207, 0.4548, 0.1587, 0.0830
0.0177, 1.4564, -1.5016, 0.4529, 0.1579, 0.0828
0.0206, 1.4539, -1.4842, 0.4504, 0.1572, 0.0826
0.0202, 1.4508, -1.4665, 0.4477, 0.1570, 0.0823
0.0180, 1.4476, -1.4503, 0.4449, 0.1571, 0.0820
0.0179, 1.4438, -1.4369, 0.4420, 0.1570, 0.0817
0.0214, 1.4391, -1.4267, 0.4391, 0.1563, 0.0815
0.0265, 1.4346, -1.4184, 0.4363, 0.1553, 0.0813
0.0320, 1.4314, -1.4090, 0.4337, 0.1543, 0.0810
0.0376, 1.4269, -1.3992, 0.4309, 0.1533, 0.0807
0.0407, 1.4202, -1.3886, 0.4276, 0.1528, 0.0804
0.0404, 1.4125, -1.3759, 0.4241, 0.1527, 0.0801
0.0388, 1.4034, -1.3635, 0.4203, 0.1529, 0.0798
0.0355, 1.3916, -1.3520, 0.4160, 0.1533, 0.0796
0.0304, 1.3776, -1.3418, 0.4114, 0.1540, 0.0795
0.0281, 1.3615, -1.3341, 0.4065, 0.1542, 0.0794
0.0316, 1.3429, -1.3276, 0.4012, 0.1535, 0.0792
0.0396, 1.3254, -1.3154, 0.3959, 0.1519, 0.0790
0.0485, 1.3097, -1.2979, 0.3908, 0.1501, 0.0788
0.0540, 1.2940, -1.2833, 0.3858, 0.1489, 0.0786
