0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000
0.0000, 0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000
0.0000, 0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000
0.0000, 0.0000, 0.0000, -0.0000, -0.0000, -0.0000, -0.0000
0.0000, 0.0001, 0.0000, -0.0001, -0.0000, -0.0000, -0.0000
0.0000, 0.0001, 0.0000, -0.0001, -0.0000, -0.0001, -0.0000
0.0000, 0.0001, 0.0000, -0.0001, -0.0001, -0.0001, -0.0000
0.0000, 0.0001, 0.0000, -0.0002, -0.0001, -0.0001, -0.0000
0.0001, 0.0002, 0.0001, -0.0002, -0.0001, -0.0001, -0.0000
0.0001, 0.0002, 0.0001, -0.0002, -0.0001, -0.0002, -0.0000
0.0002, 0.0002, 0.0002, -0.0002, -0.0001, -0.0002, -0.0000
0.0003, 0.0002, 0.0002, -0.0003, -0.0001, -0.0002, -0.0000
0.0003, 0.0002, 0.0003, -0.0003, -0.0001, -0.0003, -0.0000
0.0004, 0.0002, 0.0004, -0.0002, -0.0001, -0.0003, -0.0000
0.0006, 0.0001, 0.0006, -0.0002, -0.0001, -0.0002, -0.0000
0.0008, 0.0000, 0.0007, -0.0000, -0.0000, -0.0002, -0.0001
0.0009, -0.0001, 0.0009, 0.0001, 0.0000, -0.0002, -0.0001
0.0011, -0.0004, 0.0011, 0.0004, 0.0000, -0.0001, -0.0001
0.0013, -0.0006, 0.0013, 0.0006, 0.0001, -0.0001, -0.0001
0.0016, -0.0007, 0.0016, 0.0008, 0.0002, -0.0000, -0.0001
0.0021, -0.0008, 0.0021, 0.0008, 0.0004, -0.0000, -0.0001
0.0026, -0.0008, 0.0026, 0.0010, 0.0006, -0.0000, -0.0001
0.0031, -0.0010, 0.0031, 0.0011, 0.0008, 0.0000, -0.0001
0.0036, -0.0011, 0.0037, 0.0014, 0.0010, 0.0001, -0.0001
0.0042, -0.0013, 0.0043, 0.0017, 0.0012, 0.0002, -0.0001
0.0050, -0.0013, 0.0051, 0.0019, 0.0015, 0.0003, -0.0001
0.0060, -0.0011, 0.0060, 0.0020, 0.0019, 0.0005, -0.0001
0.0069, -0.0011, 0.0070, 0.0021, 0.0024, 0.0006, -0.0001
0.0079, -0.0011, 0.0080, 0.0024, 0.0028, 0.0007, -0.0002
0.0090, -0.0013, 0.0092, 0.0028, 0.0033, 0.0009, -0.0002
0.0103, -0.0015, 0.0104, 0.0032, 0.0038, 0.0011, -0.0002
0.0117, -0.0019, 0.0119, 0.0038, 0.0045, 0.0013, -0.0002
0.0131, -0.0024, 0.0133, 0.0046, 0.0051, 0.0016, -0.0002
0.0144, -0.0030, 0.0147, 0.0055, 0.0057, 0.0020, -0.0002
0.0158, -0.0037, 0.0161, 0.0065, 0.0063, 0.0025, -0.0002
0.0170, -0.0044, 0.0174, 0.0076, 0.0069, 0.0030, -0.0002
0.0183, -0.0049, 0.0187, 0.0084, 0.0074, 0.0034, -0.0002
0.0197, -0.0053, 0.0201, 0.0090, 0.0080, 0.0037, -0.0002
0.0212, -0.0054, 0.0217, 0.0096, 0.0087, 0.0040, -0.0003
0.0228, -0.0056, 0.0233, 0.0102, 0.0094, 0.0045, -0.0003
0.0245, -0.0057, 0.0251, 0.0109, 0.0102, 0.0050, -0.0003
0.0263, -0.0059, 0.0269, 0.0116, 0.0110, 0.0055, -0.0003
0.0281, -0.0062, 0.0286, 0.0124, 0.0118, 0.0059, -0.0003
0.0298, -0.0066, 0.0304, 0.0131, 0.0126, 0.0063, -0.0003
0.0313, -0.0072, 0.0320, 0.0142, 0.0132, 0.0068, -0.0003
0.0326, -0.0082, 0.0333, 0.0158, 0.0137, 0.0077, -0.0003
0.0335, -0.0098, 0.0343, 0.0180, 0.0141, 0.0088, -0.0004
0.0342, -0.0119, 0.0351, 0.0204, 0.0143, 0.0099, -0.0004
0.0348, -0.0141, 0.0357, 0.0230, 0.0145, 0.0110, -0.0004
0.0353, -0.0166, 0.0363, 0.0258, 0.0146, 0.0122, -0.0004
0.0360, -0.0189, 0.0370, 0.0286, 0.0148, 0.0135, -0.0005
0.0374, -0.0208, 0.0384, 0.0308, 0.0154, 0.0144, -0.0005
0.0395, -0.0225, 0.0407, 0.0328, 0.0164, 0.0150, -0.0005
0.0422, -0.0242, 0.0434, 0.0348, 0.0176, 0.0158, -0.0005
0.0449, -0.0255, 0.0462, 0.0368, 0.0189, 0.0168, -0.0005
0.0474, -0.0267, 0.0488, 0.0388, 0.0201, 0.0178, -0.0005
0.0496, -0.0279, 0.0510, 0.0405, 0.0210, 0.0186, -0.0005
0.0518, -0.0292, 0.0533, 0.0421, 0.0220, 0.0192, -0.0006
0.0544, -0.0302, 0.0559, 0.0434, 0.0232, 0.0196, -0.0006
0.0572, -0.0308, 0.0589, 0.0444, 0.0245, 0.0199, -0.0006
0.0601, -0.0311, 0.0618, 0.0452, 0.0258, 0.0203, -0.0006
0.0632, -0.0312, 0.0649, 0.0460, 0.0272, 0.0208, -0.0006
0.0665, -0.0312, 0.0684, 0.0469, 0.0288, 0.0214, -0.0006
0.0698, -0.0312, 0.0717, 0.0480, 0.0303, 0.0223, -0.0006
0.0728, -0.0313, 0.0747, 0.0495, 0.0317, 0.0236, -0.0006
0.0757, -0.0316, 0.0777, 0.0513, 0.0330, 0.0250, -0.0007
0.0788, -0.0320, 0.0809, 0.0532, 0.0344, 0.0265, -0.0007
0.0821, -0.0325, 0.0843, 0.0550, 0.0360, 0.0279, -0.0007
0.0859, -0.0331, 0.0881, 0.0565, 0.0377, 0.0287, -0.0007
0.0897, -0.0336, 0.0920, 0.0573, 0.0395, 0.0289, -0.0007
0.0930, -0.0339, 0.0954, 0.0582, 0.0410, 0.0292, -0.0008
0.0958, -0.0344, 0.0983, 0.0596, 0.0422, 0.0301, -0.0008
0.0982, -0.0353, 0.1007, 0.0617, 0.0433, 0.0316, -0.0008
0.1002, -0.0361, 0.1028, 0.0640, 0.0441, 0.0333, -0.0008
0.1022, -0.0369, 0.1048, 0.0663, 0.0448, 0.0350, -0.0009
0.1044, -0.0377, 0.1071, 0.0687, 0.0458, 0.0368, -0.0009
0.1071, -0.0381, 0.1099, 0.0705, 0.0469, 0.0382, -0.0009
0.1099, -0.0375, 0.1127, 0.0711, 0.0481, 0.0390, -0.0010
0.1124, -0.0364, 0.1152, 0.0710, 0.0491, 0.0394, -0.0010
0.1142, -0.0352, 0.1170, 0.0706, 0.0498, 0.0395, -0.0011
0.1161, -0.0344, 0.1189, 0.0700, 0.0504, 0.0392, -0.0011
0.1187, -0.0334, 0.1215, 0.0689, 0.0515, 0.0383, -0.0011
0.1222, -0.0314, 0.1250, 0.0671, 0.0530, 0.0375, -0.0012
0.1257, -0.0296, 0.1285, 0.0660, 0.0545, 0.0372, -0.0012
0.1292, -0.0285, 0.1321, 0.0658, 0.0561, 0.0374, -0.0013
0.1335, -0.0272, 0.1365, 0.0658, 0.0580, 0.0379, -0.0013
0.1381, -0.0251, 0.1412, 0.0655, 0.0601, 0.0386, -0.0013
0.1431, -0.0219, 0.1461, 0.0642, 0.0623, 0.0391, -0.0013
0.1484, -0.0178, 0.1514, 0.0617, 0.0648, 0.0388, -0.0014
0.1542, -0.0136, 0.1572, 0.0586, 0.0675, 0.0377, -0.0014
0.1605, -0.0099, 0.1636, 0.0553, 0.0705, 0.0363, -0.0014
0.1666, -0.0065, 0.1697, 0.0525, 0.0733, 0.0350, -0.0014
0.1713, -0.0041, 0.1745, 0.0509, 0.0754, 0.0345, -0.0015
0.1741, -0.0039, 0.1774, 0.0517, 0.0766, 0.0352, -0.0015
0.1761, -0.0063, 0.1795, 0.0549, 0.0773, 0.0367, -0.0016
0.1792, -0.0096, 0.1827, 0.0588, 0.0786, 0.0383, -0.0016
0.1834, -0.0124, 0.1870, 0.0625, 0.0805, 0.0399, -0.0016
0.1875, -0.0152, 0.1912, 0.0664, 0.0824, 0.0416, -0.0017
0.1918, -0.0178, 0.1957, 0.0695, 0.0843, 0.0428, -0.0017
0.1971, -0.0184, 0.2011, 0.0705, 0.0867, 0.0429, -0.0018
0.2026, -0.0176, 0.2066, 0.0707, 0.0893, 0.0432, -0.0018
0.2068, -0.0184, 0.2109, 0.0730, 0.0911, 0.0447, -0.0018
0.2101, -0.0206, 0.2144, 0.0768, 0.0925, 0.0468, -0.0019
0.2130, -0.0233, 0.2174, 0.0805, 0.0937, 0.0486, -0.0020
0.2143, -0.0268, 0.2188, 0.0844, 0.0940, 0.0502, -0.0020
0.2155, -0.0302, 0.2200, 0.0880, 0.0942, 0.0515, -0.0021
0.2179, -0.0329, 0.2225, 0.0915, 0.0952, 0.0531, -0.0022
0.2212, -0.0354, 0.2259, 0.0950, 0.0965, 0.0547, -0.0022
0.2248, -0.0379, 0.2296, 0.0979, 0.0980, 0.0557, -0.0023
0.2288, -0.0390, 0.2338, 0.0997, 0.0998, 0.0564, -0.0023
0.2327, -0.0409, 0.2377, 0.1020, 0.1014, 0.0572, -0.0024
0.2346, -0.0455, 0.2397, 0.1068, 0.1020, 0.0588, -0.0025
0.2349, -0.0508, 0.2401, 0.1121, 0.1018, 0.0607, -0.0025
0.2356, -0.0548, 0.2409, 0.1156, 0.1017, 0.0614, -0.0026
0.2363, -0.0587, 0.2417, 0.1184, 0.1017, 0.0615, -0.0027
0.2369, -0.0622, 0.2424, 0.1206, 0.1016, 0.0611, -0.0028
0.2402, -0.0620, 0.2457, 0.1195, 0.1028, 0.0597, -0.0029
0.2461, -0.0581, 0.2517, 0.1160, 0.1055, 0.0580, -0.0029
0.2521, -0.0545, 0.2577, 0.1139, 0.1082, 0.0578, -0.0030
0.2576, -0.0509, 0.2632, 0.1127, 0.1106, 0.0585, -0.0030
0.2626, -0.0471, 0.2682, 0.1112, 0.1127, 0.0591, -0.0031
0.2669, -0.0457, 0.2725, 0.1115, 0.1145, 0.0600, -0.0031
0.2717, -0.0462, 0.2774, 0.1131, 0.1165, 0.0609, -0.0032
0.2783, -0.0463, 0.2842, 0.1144, 0.1196, 0.0616, -0.0032
0.2876, -0.0442, 0.2936, 0.1136, 0.1240, 0.0613, -0.0033
0.2988, -0.0398, 0.3050, 0.1101, 0.1294, 0.0597, -0.0033
0.3096, -0.0362, 0.3159, 0.1075, 0.1347, 0.0585, -0.0033
0.3205, -0.0335, 0.3270, 0.1064, 0.1400, 0.0582, -0.0033
0.3335, -0.0298, 0.3402, 0.1043, 0.1463, 0.0574, -0.0033
0.3460, -0.0259, 0.3529, 0.1020, 0.1524, 0.0566, -0.0033
0.3563, -0.0238, 0.3634, 0.1009, 0.1574, 0.0560, -0.0033
0.3661, -0.0222, 0.3733, 0.0995, 0.1621, 0.0546, -0.0033
0.3755, -0.0206, 0.3829, 0.0971, 0.1665, 0.0523, -0.0033
0.3840, -0.0202, 0.3916, 0.0956, 0.1705, 0.0500, -0.0034
0.3919, -0.0208, 0.3997, 0.0943, 0.1742, 0.0473, -0.0034
0.3983, -0.0216, 0.4062, 0.0927, 0.1771, 0.0442, -0.0034
