0.0180, 0.0019, -0.0047, -0.0000, -0.0000, 0.0000
0.0269, 0.0264, -0.0213, -0.0000, 0.0000, -0.0000
-0.0128, 0.0160, -0.0136, -0.0000, 0.0000, 0.0000
0.0283, -0.0034, 0.0368, -0.0000, 0.0000, -0.0000
-0.0021, -0.0267, 0.0408, -0.0000, 0.0000, 0.0000
-0.0042, -0.0093, 0.0079, -0.0000, 0.0000, 0.0000
0.0204, 0.0118, -0.0043, -0.0001, 0.0000, -0.0000
0.0282, 0.0123, -0.0134, -0.0001, 0.0000, 0.0000
0.0065, 0.0167, -0.0216, -0.0001, 0.0000, 0.0000
0.0409, 0.0394, -0.0264, -0.0001, 0.0000, -0.0000
-0.0088, 0.0146, -0.0137, -0.0002, 0.0000, 0.0000
0.0121, 0.0009, 0.0078, -0.0002, 0.0000, 0.0000
0.0235, 0.0137, 0.0044, -0.0002, 0.0000, 0.0000
0.0268, 0.0275, -0.0082, -0.0003, 0.0000, 0.0000
0.0294, 0.0156, -0.0091, -0.0003, 0.0000, 0.0000
0.0512, 0.0275, -0.0181, -0.0004, 0.0000, 0.0000
0.0316, 0.0200, -0.0182, -0.0004, 0.0000, 0.0000
0.0225, 0.0010, 0.0027, -0.0005, 0.0000, 0.0000
0.0363, 0.0227, -0.0228, -0.0006, 0.0000, 0.0000
0.0440, 0.0336, -0.0142, -0.0006, 0.0000, 0.0000
0.0494, 0.0236, -0.0124, -0.0007, 0.0000, 0.0000
0.0614, 0.0359, -0.0225, -0.0008, 0.0000, 0.0000
0.0854, 0.0327, -0.0035, -0.0008, 0.0000, 0.0000
0.0750, 0.0221, -0.0154, -0.0009, 0.0000, 0.0000
0.0888, 0.0374, -0.0064, -0.0010, 0.0000, 0.0000
0.0788, 0.0216, -0.0058, -0.0011, 0.0000, 0.0000
0.0930, 0.0009, 0.0253, -0.0012, 0.0000, 0.0000
0.0983, 0.0435, -0.0163, -0.0013, 0.0000, 0.0000
0.1348, 0.0244, 0.0089, -0.0013, 0.0000, 0.0000
0.1385, 0.0261, -0.0036, -0.0014, 0.0000, 0.0000
0.1358, 0.0237, -0.0088, -0.0015, 0.0000, 0.0000
0.1354, 0.0156, -0.0013, -0.0016, 0.0000, 0.0000
0.1654, 0.0066, 0.0199, -0.0018, 0.0000, 0.0000
0.1443, 0.0298, -0.0017, -0.0019, 0.0000, 0.0000
0.1335, 0.0369, -0.0199, -0.0020, 0.0000, 0.0000
0.1680, 0.0341, -0.0094, -0.0021, 0.0000, 0.0000
0.1646, 0.0374, -0.0021, -0.0022, 0.0000, 0.0000
0.1593, 0.0224, 0.0136, -0.0023, 0.0000, 0.0000
0.1395, 0.0203, 0.0086, -0.0025, 0.0000, 0.0000
0.1392, 0.0175, 0.0048, -0.0026, 0.0000, 0.0000
0.1255, -0.0094, 0.0081, -0.0027, 0.0000, 0.0000
0.1218, -0.0036, 0.0088, -0.0029, 0.0000, 0.0000
0.1452, 0.0089, -0.0021, -0.0030, 0.0000, 0.0000
0.1141, 0.0160, -0.0058, -0.0032, 0.0000, 0.0000
0.1366, 0.0187, -0.0040, -0.0033, 0.0000, 0.0000
0.0982, 0.0203, -0.0165, -0.0035, 0.0000, 0.0000
0.1089, 0.0059, -0.0036, -0.0036, 0.0000, 0.0000
0.1161, 0.0263, -0.0164, -0.0038, 0.0000, 0.0000
0.1120, 0.0114, -0.0064, -0.0040, 0.0000, 0.0000
0.0964, 0.0019, 0.0008, -0.0041, 0.0000, 0.0000
0.1144, 0.0044, -0.0027, -0.0043, 0.0000, 0.0000
0.1005, -0.0065, 0.0318, -0.0045, 0.0000, 0.0000
0.0908, -0.0153, 0.0160, -0.0046, 0.0000, 0.0000
0.0860, -0.0078, -0.0008, -0.0048, 0.0000, 0.0000
0.1094, -0.0055, 0.0094, -0.0050, 0.0000, 0.0000
0.0944, -0.0119, 0.0116, -0.0052, 0.0000, -0.0000
0.1061, -0.0035, 0.0076, -0.0054, 0.0000, -0.0000
0.0707, -0.0064, 0.0135, -0.0056, 0.0000, 0.0000
0.1059, 0.0040, -0.0101, -0.0058, 0.0000, 0.0000
0.0967, -0.0077, 0.0213, -0.0060, 0.0000, 0.0000
0.0940, 0.0108, -0.0084, -0.0062, 0.0000, 0.0000
0.0854, 0.0191, -0.0189, -0.0064, 0.0000, 0.0000
0.0745, -0.0027, -0.0008, -0.0066, 0.0000, 0.0000
0.0862, -0.0124, 0.0206, -0.0068, 0.0000, 0.0000
0.0915, 0.0053, -0.0046, -0.0070, 0.0000, 0.0000
0.0992, -0.0097, 0.0094, -0.0072, 0.0000, 0.0000
0.0791, 0.0058, -0.0171, -0.0075, 0.0000, 0.0000
0.1059, -0.0080, 0.0094, -0.0077, 0.0000, 0.0000
0.1091, 0.0092, -0.0078, -0.0079, 0.0000, 0.0000
0.1049, -0.0061, 0.0063, -0.0082, 0.0000, 0.0000
0.1077, 0.0003, 0.0081, -0.0084, 0.0000, 0.0000
0.0899, 0.0027, -0.0058, -0.0086, 0.0000, 0.0000
0.0908, 0.0063, 0.0017, -0.0089, 0.0000, 0.0000
0.0957, 0.0004, -0.0019, -0.0091, 0.0000, 0.0000
0.0931, -0.0057, 0.0017, -0.0094, 0.0000, 0.0000
0.0772, -0.0153, -0.0010, -0.0096, 0.0000, 0.0000
0.0921, 0.0025, -0.0071, -0.0099, 0.0000, 0.0000
