0.69636, 0.69636, 0.12279, 0.12279, 0.00000
0.69245, 0.67957, 0.14324, 0.19540, 3.43500
0.68819, 0.70222, 0.16248, 0.08301, 5.58700
0.70615, 0.70615, 0.03670, 0.03670, 9.37800
0.70276, 0.68473, 0.07830, 0.17649, 12.56800
0.65637, 0.70023, 0.26303, 0.09836, 16.44700
0.70570, 0.70570, 0.04465, 0.04465, 20.16000
0.70679, 0.70679, 0.02107, 0.02107, 24.10600
0.70563, 0.70563, 0.04560, 0.04560, 25.48500
0.66996, 0.70692, 0.22618, 0.01639, 27.08300
0.70675, 0.70675, 0.02233, 0.02233, 0.00200
0.70689, 0.67277, -0.01771, 0.21766, 2.45800
0.66377, 0.70612, 0.24373, 0.03741, 5.50400
0.66881, 0.69466, 0.22954, 0.13209, 9.19100
0.68392, 0.70585, 0.17959, 0.04212, 12.73600
0.66522, 0.68964, 0.23976, 0.15620, 15.62500
0.70581, 0.69880, 0.04275, 0.10805, 19.05600
0.70688, 0.70688, 0.01781, 0.01781, 23.19700
0.70351, 0.66812, 0.07127, 0.23155, 25.85400
0.67621, 0.70614, 0.20674, -0.03701, 0.00200
0.69741, 0.66655, 0.11671, 0.23604, 3.38500
0.67621, 0.70614, 0.20674, -0.03701, 7.15400
0.70711, 0.69636, 0.00000, 0.12279, 10.83200
0.67621, 0.70614, 0.20674, -0.03701, 14.78100
0.70708, 0.69527, 0.00617, 0.12886, 18.15700
0.69035, 0.70106, 0.15305, 0.09230, 21.49500
0.70184, 0.67621, 0.08617, 0.20674, 25.26500
0.69035, 0.70106, 0.15305, 0.09230, 28.74100
